Date,Close,High,Low,Open,Volume
2020-04-02,32.043697357177734,32.90478849930371,31.477611351601325,31.812481142920827,2871600
2020-04-03,31.445711135864258,32.28288389973429,31.110844463498246,32.00382529795178,2213500
2020-04-06,33.271541595458984,33.38316382328365,32.25896374929897,32.569912252947006,4587500
2020-04-07,34.09276580810547,35.30466996313098,33.861549633369314,34.72263758683516,3449300
2020-04-08,34.59775161743164,34.73511001,33.59585674581562,34.177601061455974,2532300
2020-04-09,34.79975509643555,35.389581088317016,34.25032755398627,35.14718730951977,3276100
2020-04-13,34.07256317138672,34.89670430349589,33.77361101,34.74318899659255,3324600
2020-04-14,34.137203216552734,34.686630639158736,33.57161580125791,34.60583376,2088100
2020-04-15,32.529327392578125,33.18379338757864,32.44853049145894,33.18379338757864,2262900
2020-04-16,31.25271224975586,32.74747619799857,31.24463071193199,32.521242454187636,2607400
2020-04-17,32.755558013916016,32.81211645034893,32.01221372019204,32.32732589,2537000
2020-04-20,32.56164551,32.997956145980595,31.42239201,31.931421085261277,2462600
2020-04-21,31.08303451538086,31.939492525635814,31.058792986005265,31.616301928593636,2423700
2020-04-22,31.244630813598633,31.753659821033164,31.14767393482183,31.68094139139966,2127600
2020-04-23,31.23655128479004,31.79405717135751,31.23655128479004,31.41430812494351,2346000
2020-04-24,31.430471420288086,31.511268311281636,30.881043931361226,31.365831441730183,2217400
2020-04-27,32.66667938232422,32.82827623490517,31.390067637358655,31.689022893404676,2811400
2020-04-28,33.45850372314453,33.95137278297969,33.40194528174088,33.54738215455138,2496700
2020-04-29,35.10678482055664,35.17142171576993,34.169526723435716,34.29880359606606,2398900
2020-04-30,33.74937057495117,34.58159011321494,33.62009372,34.411914823662705,2541300
2020-05-01,32.771724700927734,33.13531384305635,32.56164782366685,32.95756004176359,1881300
2020-05-04,32.94139481,32.997953244897836,32.10917513317183,32.46468576142148,2093400
2020-05-05,32.72324752807617,33.73322430363408,32.642450618913344,33.60394739965085,1479300
2020-05-06,32.440460205078125,33.03028636198073,32.31118328140365,32.87676789610136,1704200
2020-05-07,32.464683532714844,33.09490785659358,32.38388664890602,32.707077266344854,2059600
2020-05-08,33.094913482666016,33.28074881278079,32.62628592894267,32.93331660537366,1700800
2020-05-11,33.33730697631836,33.385786963758385,32.51316876526631,32.763640994862975,3553900
2020-05-12,32.57780838012695,33.64434353502006,32.57780838012695,33.50698818,2204800
2020-05-13,31.39006805419922,32.73131670868595,31.24463119316541,32.70707826,7293600
2020-05-14,31.802139282226562,32.02029456756482,30.396250693003424,30.93759967859174,3500200
2020-05-15,31.47087287902832,31.810223552337654,31.285037546186906,31.55975131695337,1714700
2020-05-18,33.587772369384766,33.71704921551097,32.569717591416286,32.610116027917634,1647300
2020-05-19,32.529327392578125,33.18379338757864,32.22229670256187,33.09491494702502,2441000
2020-05-20,33.046443939208984,33.45851314001265,32.95756548278737,33.08684239698115,1842400
2020-05-21,32.55356979370117,33.15147427516092,32.37581290787051,32.92524048025229,2370300
2020-05-22,32.06877899169922,32.416211222240186,31.559752955310223,32.408132764829496,2140100
2020-05-26,35.034061431884766,35.17141674116297,33.53929452867313,33.636254481084805,3068300
2020-05-27,36.70658874511719,36.819705627923085,35.54309684485149,35.63197219405335,5513200
2020-05-28,35.30070114135742,37.062100584708126,35.203744250423654,36.86010526397712,2422100
2020-05-29,34.581600189208984,35.308784616601976,34.32304641107018,35.04214929915649,2493000
2020-06-01,35.75316619873047,36.07635989442526,34.799748186854714,34.83206817286489,2586500
2020-06-02,36.34299087524414,36.87625829801585,36.011718735070865,36.15715559,1667900
2020-06-03,37.39337158203125,37.70848377906124,36.80354563437442,37.013622487197004,2053600
2020-06-04,37.369136810302734,37.70848749,36.779310804566784,37.21562146597284,1960100
2020-06-05,39.08205032348633,39.53452091136046,38.75885968832228,39.09013186163257,1903900
2020-06-08,39.728431701660156,40.003145416194585,39.187085810132494,39.92234853400355,1905600
2020-06-09,39.11437988,39.275976781038565,38.52455382416116,38.79118608636037,4769500
2020-06-10,38.39527130126953,39.07397570869869,38.354872853178136,38.92853882980644,2483700
2020-06-11,35.99556350708008,37.19137536847961,35.90668507782001,36.96514160832948,2644100
2020-06-12,37.08633804321289,37.6357655,36.63386746490965,37.40952867154065,2513500
2020-06-15,36.83586883544922,37.45801482734407,35.94709060828751,36.14908594011555,1977800
2020-06-16,37.30448532104492,38.12054794524871,36.771217926717036,37.99127109456932,2143800
2020-06-17,36.85203170776367,37.41761929746102,36.67427481557766,37.32874085136802,1476200
2020-06-18,36.69850158691406,37.06209371325935,36.43994787,36.625786243848424,1067400
2020-06-19,36.55307388305664,37.19137674164798,36.399555469683335,37.19137674164798,1595500
2020-06-22,36.67426300048828,36.730821433016544,36.246033987859036,36.55306768030061,969900
2020-06-23,36.77122116088867,37.44992545720096,36.585385864329815,37.167133284655634,2146100
2020-06-24,35.745094299316406,36.50459561663428,35.65621586258902,36.399557183937915,1878300
2020-06-25,36.149085998535156,36.24604289495214,35.438061566334234,35.62389690205185,1379000
2020-06-26,35.14719009399414,35.93901147797132,35.01791319624693,35.56734078222365,1747200
2020-06-29,35.63196945,36.011721599702646,35.341098810875486,35.446134146995476,2844900
2020-06-30,36.044036865234375,36.24603213743838,35.21989578477766,35.421891056981664,1427900
2020-07-01,35.59965515136719,36.46419484634099,35.57541361785499,36.19755955313403,984000
2020-07-02,36.07636260986328,36.81162539481821,35.874367305400895,36.42379478011488,1380700
2020-07-06,36.544986724853516,36.80354044401479,36.22179611700364,36.74698201058598,1725900
2020-07-07,35.77741241455078,36.302601513524515,35.68853397482869,36.26220306334288,1707000
2020-07-08,36.06020736694336,36.09252427744058,35.58349826231267,35.874372032216705,3418700
2020-07-09,35.39295578,36.129798586984904,35.12278217,36.02336504305984,1951200
2020-07-10,36.10523223876953,36.12979574583087,35.41751338073861,35.42570225747286,1546700
2020-07-13,36.54734420776367,36.76839707,36.01518268425069,36.26898169035282,2074400
2020-07-14,36.62921142578125,36.67833219413873,36.10523261921721,36.50640326,1660300
2020-07-15,37.423362731933594,37.75084911338439,37.005820562568346,37.005820562568346,1682000
2020-07-16,37.292362213134766,37.603473908214696,36.96487901270314,36.96487901270314,1279700
2020-07-17,37.16136932373047,37.39879675865106,37.038564291390976,37.31692674,908100
2020-07-20,37.284183502197266,37.42336318596037,36.87482708198818,37.16137532687789,978600
2020-07-21,37.69352722167969,38.05375962575341,37.57890796234444,37.57890796234444,1105500
2020-07-22,37.55434799194336,37.668967262053314,37.34966983,37.56253686731743,830900
2020-07-23,37.374237060546875,37.701720275917715,37.25961465586883,37.390608566645405,989400
2020-07-24,36.88300704956055,37.25961414751226,36.76020201664993,37.25142839457468,1480500
2020-07-27,36.78477096557617,36.83389486,36.40816378,36.743835945072426,1667900
2020-07-28,36.473655700683594,36.686522783976905,36.35085065091429,36.514590717273364,1307000
2020-07-29,36.776573181152344,36.83388594374801,36.16253865287552,36.49002498387961,1463200
2020-07-30,36.449092864990234,36.449092864990234,35.76955976734516,36.16254152184273,1357100
2020-07-31,36.252593994140625,36.44089752,35.99879507949096,36.28534324865697,1513900
2020-08-03,36.432716369628906,36.67014381013094,36.154353917384746,36.432716369628906,702800
2020-08-04,36.596466064453125,36.72745999926732,36.23623040135777,36.39178784610959,1070800
2020-08-05,37.071319580078125,37.18593888782082,36.809331698625705,36.88301598548057,753200
2020-08-06,37.22686767578125,37.333298078712545,36.932130602436814,37.030375252504584,820400
2020-08-07,37.47248458862305,37.48067034230052,36.80114035397897,37.06312819563806,881800
2020-08-10,38.01283264160156,38.029207271124044,37.49704274263779,37.59528739663143,1037900
2020-08-11,38.86429214477539,39.216338849071775,38.45493580239736,38.53680582161655,1670700
2020-08-12,39.50288391113281,39.78943207884844,39.298205756152846,39.298205756152846,1397500
2020-08-13,39.298213958740234,39.59295106313342,39.19178042145571,39.34733785051958,1101800
2020-08-14,39.21634292602539,39.49470539270681,38.89704232233738,39.003475856900046,857600
2020-08-17,39.04441452026367,39.25728160928579,38.98710487086733,39.21634659159435,978600
2020-08-18,38.77423858642578,39.16722035441965,38.61868115610178,39.09353607772446,1622100
2020-08-19,38.667808532714844,39.15903812932899,38.618684636110906,38.766053202780974,890500
2020-08-20,38.64324188232422,38.92979009,38.29938090811636,38.30756978446056,1376200
2020-08-21,38.610496520996094,38.63505690622561,38.25844975804582,38.48768834856542,1342900
2020-08-24,39.62569808959961,39.62569808959961,38.90522999984109,38.921604629510746,1268500
2020-08-25,40.09237289428711,40.16605718238492,39.75670072031752,39.936815439890644,1349300
2020-08-26,41.31223678588867,41.42685604946325,40.10054252030775,40.21516178388233,2851800
2020-08-27,41.39411544799805,42.03271035785833,41.066629117067016,41.54148398,2009600
2020-08-28,41.09938049316406,41.713415052952946,40.86195304715846,41.705226176529976,1285500
2020-08-31,40.82102584838867,41.173072646574056,40.714592296505636,41.050264461851945,1675200
2020-09-01,40.64908981323242,40.79645836,40.37891310312535,40.64090093666724,1359200
2020-09-02,40.747337341308594,41.07482059474158,40.649092677592854,40.649092677592854,1355900
2020-09-03,40.01049041748047,40.968385939848126,39.830375739820326,40.73095849754473,1881700
2020-09-04,39.76488113,40.61634321031642,39.306400833771114,40.47716040787516,1678200
2020-09-08,39.003475189208984,39.306398034395606,38.79061124686898,39.13446910522006,1621800
2020-09-09,39.61751937866211,39.87132151895302,39.19178826743642,39.31459645989958,1924600
2020-09-10,39.07716369628906,39.93681155845351,38.987104783684295,39.93681155845351,1321300
2020-09-11,39.29002762,39.51926619700636,39.11809556131819,39.16721945236411,1121300
2020-09-14,39.36371612548828,39.71575978483814,39.265468332833606,39.62570399295062,1121800
2020-09-15,39.25727462768555,39.65844210211544,39.134466473310056,39.51107356612128,1114000
2020-09-16,38.88067626953125,39.53564595267883,38.85611275925323,39.29003271189121,1242300
2020-09-17,38.897037506103516,38.90522638174743,38.34031576481536,38.6350497,1303400
2020-09-18,38.430389404296875,38.872495200409624,38.42220364798772,38.733315481156964,1262400
2020-09-21,37.39878845214844,37.75902083939867,36.948497187300525,37.66896196,2220700
2020-09-22,37.51342010498047,37.85728110372004,37.21049724460002,37.41517544382979,1478200
2020-09-23,37.071319580078125,37.96371677725727,36.82570633160922,37.61985885402918,1550800
2020-09-24,37.33329772949219,37.61166017136464,36.71926321,36.88300637082409,1433600
2020-09-25,37.50523758,37.52161221147046,36.858453664555675,37.06313188140252,997500
2020-09-28,38.17657470703125,38.413999020371705,38.01283153969424,38.08651580883884,1235700
2020-09-29,37.62804031,38.06196023039724,37.349677831059765,38.029210968168535,1224700
2020-09-30,37.857276916503906,38.29119365147224,37.734468761292696,37.734468761292696,1324800
2020-10-01,38.10289001464844,38.143825025242705,37.68534478642001,38.06195500405417,1076800
2020-10-02,38.430389404296875,38.60232151821345,37.521620543143904,37.59530172,1275100
2020-10-05,39.19177246,39.29820597660356,38.61867299915053,38.74148114208375,1186300
2020-10-06,38.946163177490234,39.54382307813813,38.74967387699452,39.48651343856512,4489800
2020-10-07,39.08534622192383,39.33914516368325,38.98709844788037,39.191776625759196,6092800
2020-10-08,39.37220764160156,39.54631013194013,39.140067825192105,39.38049688,4854400
2020-10-09,38.866477966308594,39.43024111212843,38.80015140203584,39.330751265719286,2163200
2020-10-12,38.907928466796875,38.96596262620893,38.70066270814682,38.750407628767654,1033600
2020-10-13,38.136898040771484,38.80844021003419,37.97108480806935,38.66749785531884,2015500
2020-10-14,37.83843231201172,38.46022952089699,37.81356143569604,38.26125618512322,1977400
2020-10-15,38.01253890991211,38.120317990054275,37.191768275895406,37.340999875284716,1220900
2020-10-16,37.96279525756836,38.28612931923639,37.83014530502188,38.01253701313308,1303500
2020-10-19,37.39903641,38.24468113678571,37.29954972244091,38.24468113678571,1333900
2020-10-20,37.407325744628906,37.780404767747235,37.39903651,37.62288392,1358800
2020-10-21,37.32441711425781,37.564846146345765,37.18347475790045,37.374162033435304,944600
2020-10-22,37.86330795288086,37.92134527596087,37.28296634832627,37.28296634832627,977100
2020-10-23,38.18663787841797,38.18663787841797,37.83842981981212,38.095440454434915,995900
